Book title,average_rating
"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",3.92
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",4.1
Quo Vadis,4.13
Built to Last: Successful Habits of Visionary Companies,3.98
رباعيات صلاح جاهين,4.43
"The Field Guide (The Spiderwick Chronicles, #1)",3.85
"Sidetracked (Kurt Wallander, #5)",4.05
"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",3.99
"Death Note, Vol. 3: Hard Run (Death Note, #3)",4.42
"Rule (Marked Men, #1)",4.16
Père Goriot,3.82
Tales of Ordinary Madness,4.0
"Lock In (Lock In, #1)",3.85
"Wicked (Pretty Little Liars, #5)",4.04
Corduroy,4.28
The Prince of Tides,4.22
Lightning,4.06
Anansi Boys,4.0
The Secret Adversary (Tommy and Tuppence #1),3.82
"Fate (My Blood Approves, #2)",3.99
Orientalism,4.07
The Berenstain Bears Go to School,4.28
"The Sight (Warriors: Power of Three, #1)",4.27
The Fortress of Solitude,3.87
"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",3.98
The Holy Bible: English Standard Version,4.66
The Enchanted,3.96
The Best of Me,3.91
Permission Marketing: Turning Strangers Into Friends And Friends Into Customers,3.94
The Nix,4.12
"Princess Mia (The Princess Diaries, #9)",3.82
The Murder House,4.05
When I Found You,3.92
"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4.2
"Burned (House of Night, #7)",3.98
The Immortal Life of Henrietta Lacks,4.04
"A Killing Frost (Tomorrow, #3)",4.19
How to Talk So Kids Will Listen & Listen So Kids Will Talk,4.24
Sh*t My Dad Says,3.98
"Second Chance Boyfriend (One Week Girlfriend, #2)",4.06
The Heart of a Woman,4.19
"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",4.06
"A Wind in the Door (A Wrinkle in Time Quintet, #2)",4.07
"The Arctic Incident (Artemis Fowl, #2)",3.94
Another Roadside Attraction,3.97
Essentials of Classic Italian Cooking,4.26
"Origin in Death (In Death, #21)",4.34
Travel Team,4.06
Annie on My Mind,3.97
The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,3.91
"The Bourne Objective (Jason Bourne, #8)",4.07
"Corrupt (Devil's Night, #1)",4.04
"Fablehaven (Fablehaven, #1)",4.08
"Nana (Les Rougon-Macquart, #9)",3.84
"The Soldiers of Halla (Pendragon, #10)",4.27
The Time Machine/The Invisible Man,4.08
"Twisted Palace (The Royals, #3)",4.0
"Maisie Dobbs (Maisie Dobbs, #1)",3.91
No Time for Goodbye (No Time For Goodbye #1),4.0
The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,4.18
The Complete Adventures of Peter Rabbit,4.46
Sexing the Cherry,3.83
"Peter and the Starcatchers (Peter and the Starcatchers, #1)",4.01
"I Heart New York (I Heart, #1)",3.84
Avatar: The Last Airbender: The Lost Adventures,4.41
"Edensor (Tetralogi Laskar Pelangi, #3)",4.06
"The Egypt Game (Game, #1)",3.81
"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",4.03
"Snakehead (Alex Rider, #7)",4.15
My Life Next Door,4.02
"Storm (Elemental, #1)",3.96
"Betrayals (Strange Angels, #2)",4.08
Starship Troopers,3.99
Q & A,3.98
Glengarry Glen Ross,3.95
"Crimson Shore (Pendergast, #15)",4.0
"Web of Lies (Elemental Assassin, #2)",4.1
Nicholas and Alexandra,4.25
Crooked House,3.98
The Snowball: Warren Buffett and the Business of Life,4.05
"The Faithful Spy (John Wells, #1)",3.97
"Ever After (The Hollows, #11)",4.45
The Bluest Eye,3.99
The Wall,4.07
The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,4.25
"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",4.11
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",4.61
Once We Were Brothers,4.28
"Fables, Vol. 3: Storybook Love",4.15
"Until Friday Night (The Field Party, #1)",4.01
"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",3.83
"Saint Odd (Odd Thomas, #7)",4.12
"Blood Rites (The Grey Wolves, #2)",4.41
Superman for All Seasons,4.08
"Brilliance of the Moon (Tales of the Otori, #3)",4.04
The Truth Seeker (O'Malley #3),4.39
"14th Deadly Sin (Women’s Murder Club, #14)",3.99
One Breath Away,3.98
"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",3.91
Beaches,4.14
"Mutiny on the Bounty (The Bounty Trilogy, #1)",3.97
Heretics of Dune (Dune Chronicles #5),3.83
"Innocent in Death (In Death, #24)",4.36
Fade Away (Myron Bolitar #3),3.99
"Half Magic (Tales of Magic, #1)",3.94
"The Lonely Hearts Club (The Lonely Hearts Club, #1)",3.83
"The Finding (Law of the Lycans, #5)",4.18
"Significance (Significance, #1)",4.13
Weaveworld,4.13
"Son of the Shadows (Sevenwaters, #2)",4.32
The Incredible Hulk: Planet Hulk,4.23
"The Opal Deception  (Artemis Fowl, #4)",4.04
The Twits,3.94
The Success Principles: How to Get from Where You Are to Where You Want to Be,4.26
Train Dreams,3.89
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24
Doctor Zhivago,4.03
The Plague,3.97
"Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47
"The Atlantis Plague (The Origin Mystery, #2)",3.88
The Story of B: An Adventure of the Mind and Spirit,4.11
Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,3.82
"Warlock (Ancient Egypt, #3)",4.02
Free Will,3.83
"Trumps of Doom (The Chronicles of Amber, #6)",4.06
"The Walking Dead, Book Two (The Walking Dead #13-24)",4.35
The Cross and the Switchblade,4.2
Light a Penny Candle,3.88
"Dreaming of You (The Gamblers, #2)",4.22
"Protect and Defend (Mitch Rapp, #10)",4.34
"Sharpe's Rifles (Sharpe, #6)",4.21
"The Two Towers (The Lord of the Rings, #2)",4.42
Reconstructing Amelia,3.82
"The Crossing Places (Ruth Galloway, #1)",3.87
"2001: A Space Odyssey (Space Odyssey, #1)",4.12
The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,4.14
"Silver Borne (Mercy Thompson, #5)",4.38
The Twenty-One Balloons,3.96
"1st to Die (Women's Murder Club, #1)",4.05
"Cities of the Plain (The Border Trilogy, #3)",4.07
Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,3.87
"Gone Tomorrow (Jack Reacher, #13)",4.17
Martin Chuzzlewit,3.82
Little Bear,4.22
How to Tell If Your Cat Is Plotting to Kill You,3.95
"Kushiel's Chosen (Phèdre's Trilogy, #2)",4.31
Leo,4.06
"Spell of the Highlander (Highlander, #7)",4.27
"The Maze of Bones  (The 39 Clues, #1)",3.83
Fight Club,4.2
The Book with No Pictures,4.34
Ubik,4.1
Frederica,4.15
"Glass Sword (Red Queen, #2)",3.95
The Ugly Duckling,4.1
Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,4.22
Holding the Dream (Dream Trilogy #2),4.02
"The Queen of the Damned (The Vampire Chronicles, #3)",3.86
"Broken Angels (Takeshi Kovacs, #2)",4.0
Caddie Woodlawn  (Caddie Woodlawn #1),3.99
The Grand Design,4.0
Sometimes It Happens,3.85
Siddhartha,3.99
Redeployment,3.98
"Krondor: The Betrayal (The Riftwar Legacy, #1)",3.81
Gift from the Sea,4.18
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.01
The Traveler's Gift: Seven Decisions that Determine Personal Success,4.1
Night (The Night Trilogy #1),4.3
"From Potter's Field (Kay Scarpetta, #6)",4.02
"Track of the Cat (Anna Pigeon, #1)",3.86
"An Echo in the Bone (Outlander, #7)",4.42
Low Pressure,3.86
"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",4.11
Sputnik Sweetheart,3.82
"Nemesis (Miss Marple, #12)",3.84
The Arabian Nights,4.06
Guts,3.93
Anne Rice's The Tale of the Body Thief (A Graphic Novel),4.07
The Client,3.97
Flora and Ulysses: The Illuminated Adventures,3.87
"The Forgotten (John Puller, #2)",4.07
The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,4.33
The Midwife's Confession,4.05
"Paradise (Second Opportunities, #1)",4.32
Fugitive Pieces,3.95
"The Gamble (Colorado Mountain, #1)",4.29
"The Initiation / The Captive Part I (The Secret Circle, #1-2)",3.96
It,4.18
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",3.86
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",4.17
The Secret Art of Dr. Seuss,4.05
"Parable of the Sower (Earthseed, #1)",4.14
"Half the World (Shattered Sea, #2)",4.2
Batman: Arkham Asylum - A Serious House on Serious Earth,4.09
"R is for Ricochet (Kinsey Millhone, #18)",3.96
There's a Boy in the Girls' Bathroom,3.95
The True Confessions of Charlotte Doyle,3.81
The Five Dysfunctions of a Team: A Leadership Fable,4.01
Steve Jobs,4.09
"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",4.1
We Were Liars,3.85
On Death and Dying,4.15
"Six of Crows (Six of Crows, #1)",4.46
The Moral Landscape: How Science Can Determine Human Values,3.9
"Gabriel's Redemption (Gabriel's Inferno, #3)",4.23
Camera Lucida: Reflections on Photography,3.92
Willow,3.94
"Born in Fire (Born In Trilogy, #1)",4.21
"Unlucky 13 (Women’s Murder Club, #13)",3.94
"The Ruins of Gorlan (Ranger's Apprentice, #1)",4.2
"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",4.23
Breaking Free: Discover the Victory of Total Surrender,4.43
Nothing's Fair in Fifth Grade,3.94
The King's Agent,3.81
"Curse the Dawn (Cassandra Palmer, #4)",4.16
The Auschwitz Escape,4.32
"Unleashed (Ross Siblings, #1)",3.89
"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",4.21
"When Beauty Tamed the Beast (Fairy Tales, #2)",4.06
"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",4.54
"The Enemy (The Enemy, #1)",4.08
Beach Road,3.81
A Home at the End of the World,3.89
"Doctor Sleep (The Shining, #2)",4.1
Ficciones,4.47
The Mortal Instruments (The Mortal Instruments #1-4),4.59
Invisible Cities,4.19
Flipped,3.94
"Amphigorey (Amphigorey, #1)",4.08
"Altered Carbon (Takeshi Kovacs, #1)",4.1
"Shattered (The Iron Druid Chronicles, #7)",4.28
"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",3.89
No One Here Gets Out Alive,3.92
"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",4.03
Heart of a Dog,4.14
"Ceaseless (Existence Trilogy, #3)",4.2
A Clockwork Orange,3.98
Follow You Home,3.86
Wings of Fire: An Autobiography,4.19
The Tenth Justice,3.97
The Girl Next Door,3.95
"Garden of Shadows (Dollanganger, #5)",3.88
"Up to Me (The Bad Boys, #2)",4.12
"Crave (Fallen Angels, #2)",4.09
Single White Vampire (Argeneau #3),4.16
Figure Drawing for All It's Worth (How to draw and paint),3.99
"Kamisama Kiss, Vol. 1",4.38
"Map of Bones (Sigma Force, #2)",4.06
"You Are Special (Wemmicksville, #1)",4.45
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,4.13
Friends and Lovers,4.21
"Five Little Pigs (Hercule Poirot, #24)",3.95
Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,4.25
"Nemesis Games (The Expanse, #5)",4.37
The Fountainhead,3.85
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4.37
Death Comes for the Archbishop,3.88
Graffiti World: Street Art from Five Continents,4.01
"The Folk of the Faraway Tree (The Faraway Tree, #3)",4.32
"First Test (Protector of the Small, #1)",4.24
"Indebted (The Premonition, #3)",4.37
The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,3.96
"Panda Bear, Panda Bear, What Do You See?",4.21
"Broken Prey (Lucas Davenport, #16)",4.15
"The Winner's Curse (The Winner's Trilogy, #1)",4.03
The Complete Novels,4.55
"Children of God (The Sparrow, #2)",4.05
Skeletons at the Feast,3.99
Dali: The Paintings,4.17
"Black Notice (Kay Scarpetta, #10)",3.85
"Sweet Persuasion (Sweet, #2)",4.09
The Cider House Rules,4.1
Breakfast at Tiffany's,3.89
Waiting for Godot,3.81
"Scarlet (The Lunar Chronicles, #2)",4.3
Bartleby the Scrivener,3.9
"Black Cat, Volume 01",4.08
"Ms. Marvel, Vol. 2: Generation Why",4.14
A Bargain for Frances,4.25
"Broken (Will Trent, #4)",4.2
"Pivot Point (Pivot Point, #1)",4.08
"Sea Glass (Glass, #2)",4.0
Summer Island,3.97
Branded by Fire (Psy-Changeling #6),4.3
"Soul Eater, Vol. 02 (Soul Eater, #2)",4.47
"Ark Angel (Alex Rider, #6)",4.11
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29
House of Sand and Fog,3.83
"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",4.53
"Miles to Go (The Walk, #2)",4.27
Laughable Loves,3.86
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,4.73
"Birdman (Jack Caffery, #1)",3.88
A Rose for Emily and Other Stories,4.06
"Lioness Rampant (Song of the Lioness, #4)",4.28
Audrey Rose,3.86
Carry On,4.19
"The Collectors (Camel Club, #2)",4.01
The Map That Changed the World,3.81
"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.18
"Dark Destiny (Dark, #13)",4.29
Silence,4.1
"Dragonflight (Dragonriders of Pern, #1)",4.1
A Hundred Summers,3.9
A Girl Like You,3.95
"The Slippery Slope (A Series of Unfortunate Events, #10)",4.0
"Small Favor (The Dresden Files, #10)",4.43
"The Heist (Gabriel Allon, #14)",4.11
"Fourth Grave Beneath My Feet (Charley Davidson, #4)",4.4
"Archangel's Consort (Guild Hunter, #3)",4.24
"The Story of Doctor Dolittle (Doctor Dolittle, #1)",3.98
"Rodrick Rules (Diary of a Wimpy Kid, #2)",4.1
"Messenger of Truth (Maisie Dobbs, #4)",3.99
The Death of Superman,3.89
"White Night (The Dresden Files, #9)",4.41
"Faithful Place (Dublin Murder Squad, #3)",3.97
The Souls of Black Folk,4.24
"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",4.1
The Man Who Was Thursday: A Nightmare,3.85
A Hero of Our Time,4.11
The Fall of the House of Usher and Other Tales ,4.14
The Call of the Wild/White Fang,4.08
"Betsy-Tacy (Betsy-Tacy, #1)",4.07
The Long Walk,4.11
"Touch of Power (Healer, #1)",4.17
"The Crown Tower (The Riyria Chronicles, #1)",4.31
"Big Boned (Heather Wells, #3)",3.84
"The Code of the Woosters (Jeeves, #7)",4.36
If You Find Me,4.06
"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.23
"Test of the Twins (Dragonlance: Legends, #3)",4.16
Ghost World,3.87
"The Big Nowhere (L.A. Quartet, #2)",4.11
Christy,4.2
"The Vision (Fallen Star, #3)",4.15
"My Family and Other Animals (Corfu Trilogy, #1)",4.27
"The Summer I Turned Pretty (Summer, #1)",3.96
The Railway Children,3.99
"Conversations with God: An Uncommon Dialogue, Book 1",4.15
The Darkest Passion (Lords of the Underworld #5),4.37
Neverwhere,4.18
Surface Detail (Culture #9),4.22
Crazy Love: Overwhelmed by a Relentless God,4.15
"For You (The 'Burg, #1)",4.19
The Cake Bible,4.2
The Wednesday Wars,4.06
"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",4.26
"A Deepness in the Sky (Zones of Thought, #2)",4.32
Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,4.25
"The Year of Secret Assignments (Ashbury/Brookfield, #2)",3.9
"Kissing Coffins (Vampire Kisses, #2)",3.87
"Friend-Zoned (Friend-Zoned, #1)",3.99
The Solitaire Mystery: A Novel About Family and Destiny,4.16
"Monster in His Eyes (Monster in His Eyes, #1)",4.21
And to Think That I Saw it on Mulberry Street,3.99
"The White Dragon (Pern, #3)",4.17
Different Seasons,4.34
Blink: The Power of Thinking Without Thinking,3.89
"Starters (Starters, #1)",3.91
"Confessor (Sword of Truth, #11)",4.08
Feeling Good: The New Mood Therapy,3.95
"The Complete Maus (Maus, #1-2)",4.53
"Tripwire  (Jack Reacher, #3)",4.07
"MacRieve (Immortals After Dark, #14)",4.3
Noises Off,4.18
"Leave Me Breathless (Ross Siblings, #3)",4.26
Whistling Past the Graveyard,4.04
Sapiens: A Brief History of Humankind,4.41
"Lady Midnight (The Dark Artifices, #1)",4.47
A Woman of Substance (Emma Harte Saga #1),4.16
If You Give a Pig a Party,4.22
Understanding Comics: The Invisible Art,3.98
"Kushiel's Mercy (Imriel's Trilogy, #3)",4.3
The Art of Hearing Heartbeats,3.98
The Complete Short Novels,4.47
"A Shade of Vampire (A Shade of Vampire, #1)",3.83
A. Lincoln,4.22
"Rock Chick Renegade (Rock Chick, #4)",4.46
"Frog and Toad Are Friends (Frog and Toad, #1)",4.18
Pleasure of a Dark Prince (Immortals After Dark #9),4.41
"The Crippled God (The Malazan Book of the Fallen, #10)",4.44
Damaged: The Heartbreaking True Story of a Forgotten Child,4.2
"Fool's Errand (Tawny Man, #1)",4.29
Kaleidoscope,3.88
The Disreputable History of Frankie Landau-Banks,3.82
"The Winner's Crime (The Winner's Trilogy, #2)",4.17
The Julian Chapter (Wonder Story),4.31
"Planetary, Volume 1: All Over the World and Other Stories",4.21
Taran Wanderer (The Chronicles of Prydain #4),4.14
Straight Man,4.02
"Blood of Dragons (Rain Wild Chronicles, #4)",4.12
Night Chills,3.86
Where We Belong,3.86
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,4.34
"Black Rose (In the Garden, #2)",4.03
"Red Country (First Law World, #6)",4.27
Chinese Cinderella: The True Story of an Unwanted Daughter,4.04
"Saving the World and Other Extreme Sports (Maximum Ride, #3)",4.16
Vanished (Callahan & McLane #1),4.07
"Rock Chick Redemption (Rock Chick, #3)",4.43
"Red: The Heroic Rescue (The Circle, #2)",4.3
استمتع بحياتك,4.21
Infidel,4.2
"The Everafter War (The Sisters Grimm, #7)",4.32
Lonesome Dove,4.47
"Collide (Collide, #1)",4.24
"Lean Mean Thirteen (Stephanie Plum, #13)",4.08
"Fruits Basket, Vol. 4",4.39
"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45
Cocky Bastard,4.18
Our Mutual Friend,4.07
"The League of Extraordinary Gentlemen, Vol. 2",3.94
Travels with Charley: In Search of America,4.07
Lady and the Tramp,4.36
Last Train to Istanbul,3.81
The Oath,4.06
"The Strange Case of Origami Yoda (Origami Yoda, #1)",3.9
"The Sinner (Rizzoli & Isles, #3)",4.12
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.3
"Inkspell (Inkworld, #2)",3.91
"The Billionaire Wins the Game (Billionaire Bachelors, #1)",3.93
"Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)",4.42
"Rage of a Demon King (The Serpentwar Saga, #3)",4.02
I Love You Through and Through,4.39
"Hit List (Anita Blake, Vampire Hunter #20)",3.92
"Golden Son (Red Rising, #2)",4.46
You'll Grow Out of It,3.83
Making Faces,4.36
Gut: The Inside Story of Our Body’s Most Underrated Organ,3.99
Cook with Jamie,4.05
"I, Alex Cross (Alex Cross, #16)",3.98
"City of Night (Dean Koontz's Frankenstein, #2)",3.97
Counting by 7s,4.16
Midnight's Children,3.99
The Return of Sherlock Holmes,4.3
Train to Pakistan,3.85
"Entwined with You (Crossfire, #3)",4.19
Valiant (Modern Faerie Tales #2),3.92
"Kiss of Frost (Mythos Academy, #2)",4.05
"Bleach, Volume 15",4.41
Polgara the Sorceress (Malloreon),4.07
A Fall of Marigolds,4.04
The Dirt: Confessions of the World's Most Notorious Rock Band,4.16
"Fruits Basket, Vol. 2",4.34
Death With Interruptions,3.97
The Talisman (Volume 1): The Road of Trials,4.34
Catherine the Great: Portrait of a Woman,3.91
"Darth Paper Strikes Back (Origami Yoda, #2)",4.12
"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",3.89
"Warm Bodies (Warm Bodies, #1)",3.93
"A Good Yarn (Blossom Street, #2)",4.11
The Language Instinct: How the Mind Creates Language,4.05
Everyday Food: Great Food Fast,3.93
"Alice in Zombieland (White Rabbit Chronicles, #1)",4.05
"Murder on the Orient Express (Hercule Poirot, #10)",4.16
"Maid for Love (Gansett Island Series, #1)",3.98
The 8th Habit: From Effectiveness to Greatness,3.99
Storm of the Century: An Original Screenplay,3.86
Bastard Out of Carolina,4.09
Last Exit to Brooklyn,3.94
"X (Kinsey Millhone, #24)",3.88
"The Novice (Black Magician Trilogy, #2)",4.07
"Crooked Kingdom (Six of Crows, #2)",4.62
A Prayer for Owen Meany,4.22
"Just One Year (Just One Day, #2)",3.9
Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,3.93
The Lord God Made Them All,4.39
Station Eleven,4.02
"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",4.02
"Blood Defense (Samantha Brinkman, #1)",3.81
"Magic Study (Study, #2)",4.06
"The Fall of Five (Lorien Legacies, #4)",4.24
"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",4.24
11/22/63,4.29
A Confederacy of Dunces,3.89
"The Spellman Files (The Spellmans, #1)",3.88
Life,3.84
"Dawn (Cutler, #1)",3.87
Possible Side Effects,3.97
"Skulduggery Pleasant (Skulduggery Pleasant, #1)",4.21
"Cross Country (Alex Cross, #14)",3.83
Innocent Erendira and Other Stories,3.89
"Skin Deep (Legion, #2)",4.11
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",3.89
"Five Go Adventuring Again (Famous Five, #2)",3.99
"The Venetian Betrayal (Cotton Malone, #3)",3.94
The Partly Cloudy Patriot,3.9
A Brief History of Time,4.12
"The Wandering Fire (The Fionavar Tapestry, #2)",4.11
Wreck This Journal,4.19
Immortality,4.12
"Sleeping Beauty (Disney Princess, 5)",4.32
Best Served Cold,4.16
Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,4.31
"Darkest Mercy (Wicked Lovely, #5)",4.11
Bleak House,4.0
"Remy (Real, #3)",4.31
The Final Detail (Myron Bolitar #6),4.0
"Morning Star (Red Rising, #3)",4.5
"Crossroads of Twilight (Wheel of Time, #10)",3.82
"The Warrior's Apprentice (Vorkosigan Saga, #2)",4.29
"Hunting Ground (Alpha & Omega, #2)",4.27
The Signature of All Things,3.81
Pretty Little Liars (TV Series),4.46
"Clean Sweep (Innkeeper Chronicles, #1)",4.2
"The Golden Lily (Bloodlines, #2)",4.36
Heft,3.96
"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",4.43
"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24
"Bay of Sighs (The Guardians Trilogy, #2)",4.15
"House of Many Ways (Howl's Moving Castle, #3)",4.03
Demons,4.26
"The Keeping (Law of the Lycans, #3)",4.18
Otherwise Known as Sheila the Great (Fudge #2),3.94
"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",4.52
Islands in the Stream,3.86
Elizabeth the Queen: The Life of a Modern Monarch,3.85
"Triptych (Will Trent, #1)",4.14
"Never Have I Ever (The Lying Game, #2)",4.03
Brief Lives (The Sandman #7),4.55
"T is for Trespass (Kinsey Millhone, #20)",3.91
"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94
The Unabridged Journals of Sylvia Plath,4.29
"Fire Sea (The Death Gate Cycle, #3)",4.05
"Dragonsinger (Harper Hall, #2)",4.26
"Fallen Hearts (Casteel, #3)",3.89
A Color of His Own,4.25
April 1865: The Month That Saved America,4.15
"High School Debut, Vol. 01 (High School Debut, #1)",4.11
"Storm Glass (Glass, #1)",3.95
"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.25
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",4.19
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96
Love Is a Mix Tape,3.83
Flight of the Intruder (Jake Grafton #1),4.04
"Goliath (Leviathan, #3)",4.25
Leaves of Grass,4.12
"The Redhead Revealed (Redhead, #2)",4.2
"Sixth Grave on the Edge (Charley Davidson, #6)",4.38
Into the Darkest Corner,4.1
"Rebel Angels (Gemma Doyle, #2)",3.98
"American Tabloid (Underworld USA, #1)",4.21
"Until You (Fall Away, #1.5)",4.36
"The Bourne Ultimatum (Jason Bourne, #3)",4.04
"Down London Road (On Dublin Street, #2)",4.24
The Bronze Bow,3.93
"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",4.39
The Yearling,3.99
My Heart and Other Black Holes,4.02
"Bullet (Anita Blake, Vampire Hunter #19)",3.82
"The Enchantress Returns (The Land of Stories, #2)",4.49
That Night,3.92
"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",4.42
A Theory of Justice,3.91
"The Complete Sherlock Holmes, Vol 2",4.46
"Paper Princess (The Royals, #1)",4.08
There are No Children Here: The Story of Two Boys Growing Up in the Other America,4.25
"Fire and Ice (Warriors, #2)",4.36
"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",4.08
Heat,3.97
And the Mountains Echoed,4.03
"Lover Eternal (Black Dagger Brotherhood, #2)",4.35
The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4.0
Skeleton Crew,3.93
"Forever with You (Fixed, #3)",4.33
"Death Note, Vol. 2: Confluence (Death Note, #2)",4.42
The Improbable Adventures of Sherlock Holmes,4.37
The Story of My Life,4.07
"Go, Dog. Go!",4.08
The Napping House,4.27
"Freedom™ (Daemon, #2)",4.27
Batman: The Long Halloween,4.29
The Russia House,3.9
"Locke & Key, Vol. 4: Keys to the Kingdom",4.44
Ghostwritten,4.06
Rogues,3.86
"Exile's Return (Conclave of Shadows, #3)",4.0
"Greenwitch (The Dark Is Rising, #3)",4.0
The History of Love,3.91
"Infamous (Chronicles of Nick, #3)",4.36
Oblivion,4.07
Tao of Pooh and Te of Piglet Boxed Set,4.15
Possession,3.88
"Three to Get Deadly (Stephanie Plum, #3)",4.14
"The Redemption of Callie & Kayden (The Coincidence, #2)",4.11
Millions of Cats,4.08
Holidays on Ice,3.95
"2010: Odyssey Two (Space Odyssey, #2)",3.89
"Make Me (Jack Reacher, #20)",3.95
"Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4)",4.12
Identical,4.34
The Darkest Seduction (Lords of the Underworld #9),4.35
The Adventures of Augie March,3.84
"Hawkeye, Volume 2: Little Hits",4.27
"Bad Things (Tristan & Danika, #1)",4.33
The Witches,4.17
"Kindred in Death (In Death, #29)",4.31
"Dragon Rider (Dragon Rider, #1)",3.94
Diary of a Wimpy Kid: #1-4,4.45
The Waste Land and Other Poems,4.23
"Fever Dream (Pendergast, #10)",4.09
عقاید یک دلقک,4.05
Leading Change,4.01
"Preacher, Volume 2: Until the End of the World",4.28
"Fifty Shades Freed (Fifty Shades, #3)",3.88
"Page (Protector of the Small, #2)",4.22
Tramp for the Lord,4.47
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ,3.96
"Find Her (Detective D.D. Warren, #8)",4.12
Wintergirls,3.98
A Northern Light,3.83
"Two for the Dough (Stephanie Plum, #2)",4.11
Take the Cannoli,3.86
"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",4.11
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,4.06
Exodus,4.33
False Memory,3.87
"Dies the Fire (Emberverse, #1)",3.92
In His Steps,4.15
"Life As We Knew It (Last Survivors, #1)",3.89
"This Heart of Mine (Chicago Stars, #5)",4.12
"Crash into You (Pushing the Limits, #3)",4.28
